	artist	song
153965	Bryan Adams	Thought I'd Died And Gone To Heaven
153997	RTZ	All You've Got
154004	Bruce Springsteen	57 Channels (And Nothin' On)
154005	The Outfield	Closer To Me
154008	Eddie Money	Fall In Love Again
154058	TLC	Ain't 2 Proud 2 Beg
154098	Nia Peeples	Faces Of Love
154099	Troop	Whatever It Takes (To Make You Stay)
154100	2nd II None	If You Want It
154104	Nirvana	Come As You Are
154106	Howard Jones	Lift Me Up
154110	Olivia Newton-John	I Need Love
154159	Lidell Townsell	Nu Nu
154200	Chris Walker	Take Time
154204	Cause And Effect	You Think You Know Her
154265	Mariah Carey	Make It Happen
154284	Kathy Troccoli	Everything Changes
154293	Tracie Spencer	Love Me
154294	Redhead Kingpin & The F.B.I.	3-2-1 Pump
154295	"""Weird Al"" Yankovic"	Smells Like Nirvana
154301	Bruce Springsteen	Human Touch/Better Days
154305	Colourhaus	Innocent Child
154307	Metallica	Nothing Else Matters
154310	Black Sheep	The Choice Is Yours
154358	Richard Marx	Hazard
154394	Mitch Malloy	Anything At All
154399	Jody Watley	I'm The One You Need
154400	Aaron Hall	Don't Be Afraid
154401	Gerald Levert (Duet With Eddie Levert)	Baby Hold On To Me
154403	Lisa Stansfield	All Woman
154404	Laura Enea	This Is The Last Time
154406	Paula Abdul	Will You Marry Me?
154407	Tevin Campbell	Goodbye
154481	MC Luscious	Boom! I Got Your Boyfriend
154493	Naughty By Nature	Everything's Gonna Be Alright
154498	The Cure	High
154500	Prince And The N.P.G.	Money Don't Matter 2 Night
154502	Rod Stewart	Your Song
154504	Luke	I Wanna Rock
154506	Curtis Stigers	Sleeping With The Lights On
154507	Chaka Khan	Love You All My Lifetime
154552	Atlantic Starr	Masterpiece
154557	Mint Condition	Breakin' My Heart (Pretty Brown Eyes)
154564	Genesis	I Can't Dance
154589	CeCe Peniston	We Got A Love Thang
154605	Color Me Badd	Thinkin' Back
154607	Clubland Featuring Zemya Hamilton	Set Me Free
154608	Midi Maxi & Efti	Bad Bad Boys
154610	Salt-N-Pepa	You Showed Me
154662	Michael Jackson	Remember The Time
154681	Giggles	What Goes Around Comes Around
154697	Michael Bolton	Missing You Now
154704	Ozzy Osbourne	Mama, I'm Coming Home
154706	M.C. Hammer	This Is The Way We Roll
154709	The Williams Brothers	Can't Cry Hard Enough
154710	Kym Sims	Take My Advice
154757	Celine Dion And Peabo Bryson	Beauty And The Beast
154758	Mr. Big	To Be With You
154760	Amy Grant	Good For Me
154799	Right Said Fred	Don't Talk Just Kiss
154800	R. Kelly & Public Announcement	She's Got That Vibe
154805	The KLF Featuring Tammy Wynette	Justified And Ancient
154902	Riff	White Men Can't Jump
154905	Tesla	What You Give
154906	L.A. Guns	It's Over Now
154910	Mocca Soul	Losing You
154958	Color Me Badd	All 4 Love
154960	Shanice	I Love Your Smile
155004	NKOTB	If You Go Away
155005	RTZ	Until Your Love Comes Back Around
155006	Geoffrey Williams	It's Not A Love Thing
155008	M.C. Brains	Oochie Coochie
155045	Right Said Fred	I'm Too Sexy
155060	CeCe Peniston	Finally
155091	Stacy Earl (Featuring The Wild Pair)	Romeo & Juliet
155094	The Smithereens	Too Much Passion
155105	Roxette	Church Of Your Heart
155185	Eddie Money	I'll Get By
155198	Paul Young	What Becomes Of The Brokenhearted
155199	Jodeci	Stay
155200	Clivilles & Cole	A Deeper Love/Pride In The Name Of Love
155206	Kid Frost	No Sunshine
155207	M.C. Hammer	Do Not Pass Me By
155208	Lightning Seeds	The Life Of Riley
155209	Van Halen	Right Now
155251	Tevin Campbell	Tell Me What You Want Me To Do
155259	Boyz II Men	Uhh Ahh
155260	Prince And The N.P.G.	Diamonds And Pearls
155306	Simply Red	Stars
155307	John Mellencamp	Again Tonight
155356	Nirvana	Smells Like Teen Spirit
155367	George Michael/Elton John	Don't Let The Sun Go Down On Me
155396	Enya	Caribbean Blue
155402	Paula Abdul	Vibeology
155403	Shawn Christopher	Don't Lose The Magic
155406	Warrant	We Will Rock You
155407	Big Audio	The Globe
155408	M.C. Hammer	Addams Groove
155410	2 Hyped Brothers & A Dog	Doo Doo Brown
155476	Lighter Shade Of Brown	On A Sunday Afternoon
155480	Karyn White	The Way I Feel About You
155496	Keith Sweat	Keep It Comin'
155505	Chris Cuevas	You Are The One
155508	Cypress Hill	How I Could Just Kill A Man/The Phuncky Feel One
155509	Arthur Baker Featuring Nikeeta	IOU
155556	U2	Mysterious Ways
155558	Bonnie Raitt	I Can't Make You Love Me
155562	Heavy D & The Boyz	Is It Good To You
155593	Michael Jackson	Black Or White
155595	The Shamen	Move Any Mountain
155603	MC Lyte	Poor Georgie
155604	P.M. Dawn	Paper Doll
155605	Guns N' Roses	Live And Let Die
155610	Seal	Killer
155666	Mariah Carey	Can't Let Go
155669	Digital Underground	Kiss You Back
155678	Kym Sims	Too Blind To See It
155699	Marky Mark & The Funky Bunch	I Need Money
155701	Metallica	The Unforgiven
155706	Tony Terry	Everlasting Love
155707	Laissez Faire	In Paradise
155708	Bryan Adams	There Will Never Be Another Tonight
155756	M.C. Hammer	2 Legit 2 Quit
155795	Nia Peeples	Kissing The Wind
155803	Stacy Earl	Love Me All Up
155807	Kid 'N Play	Ain't Gonna Hurt Nobody
155809	Marky Mark & The Funky Bunch	Wildside
155810	Clubland	Hold On (Tighter To Love)
155869	Genesis	No Son Of Mine
155880	Icy Blu	I Wanna Be Your Girl
155902	Richard Marx	Keep Coming Back
155904	Lisa Stansfield	Change
155905	One 2 One	Peace Of Mind (Love Goes On)
155907	Degrees Of Motion	Do You Want It Right Now
155908	St. Etienne	Only Love Can Break Your Heart
155909	The Party	In My Dreams
155910	Eric B. & Rakim	Juice (Know The Ledge)
155975	The Storm	I've Got A Lot To Learn About Love
155992	Jodeci	Forever My Lady
155993	Natural Selection	Hearts Don't Think (They Feel)
156000	Roxette	Spending My Time
156001	Jody Watley	I Want You
156008	Curtis Stigers	You're All That Matters To Me
156009	Scorpions	Send Me An Angel
156010	Erin Cruise	Cold Shower
156061	P.M. Dawn	Set Adrift On Memory Bliss
156067	Rod Stewart	Broken Arrow
156086	Angelica	Angel Baby
156088	Paula Abdul	Blowing Kisses In The Wind
156093	Tracie Spencer	Tender Kisses
156107	Motley Crue	Home Sweet Home
156108	Cher	Save Up All Your Tears
156166	Gloria Estefan	Live For Loving You
156176	Michael Bolton	When A Man Loves A Woman
156199	Rhythm Syndicate	Blinded By Love
156200	Voyce	Within My Heart
156206	Nia Peeples	Street Of Dreams
156210	Vanessa Williams	The Comfort Zone
156240	Boyz II Men	It's So Hard To Say Goodbye To Yesterday
156271	Geto Boys	Mind Playing Tricks On Me
156302	Luther Vandross	The Rush
156303	Firehouse	All She Wrote
156307	D.J. Jazzy Jeff & The Fresh Prince	Ring My Bell
156308	Van Halen	Top Of The World
156310	Blur	There's No Other Way
156346	Amy Grant	That's What Love Is For
156377	Prince And The N.P.G.	Cream
156393	Corina	Whispers
156404	Lisette Melendez	A Day In My Life (Without You)
156409	BeBe & CeCe Winans Featuring Mavis Staples	I'll Take You There
156410	C+C Music Factory Presents Zelma Davis	Just A Touch Of Love
156456	Guns N' Roses	Don't Cry
156464	Roberta Flack With Maxi Priest	Set The Night To Music
156500	Shabba Ranks (Featuring Maxi Priest)	Housecall
156501	The Northern Pikes	She Ain't Pretty
156507	Lita Ford	Shot Of Poison
156510	Charm	Butt Naked
156547	Naughty By Nature	O.P.P.
156548	Bryan Adams	Can't Stop This Thing We Started
156585	M.C. Breed & D.F.C.	Ain't No Future In Yo' Fronting
156593	Bette Midler	Every Road Leads Back To You
156598	Public Enemy	Can't Truss It
156599	Prince And The N.P.G.	Insatiable
156602	The 2 Live Crew	Pop That Coochie
156604	Tone-Loc	All Through The Night
156610	Ozzy Osbourne	No More Tears
156670	Curtis Stigers	I Wonder Why
156701	Kenny Loggins	Conviction Of The Heart
156705	2nd II None	Be True To Yourself
156707	U2	The Fly
156708	Damian Dame	Right Down To It
156710	Skid Row	Wasted Time
156749	Mariah Carey	Emotions
156797	The Farm	Groovy Train
156799	Big Audio	Rush
156803	Atlantic Starr	Love Crazy
156805	Hi-Five	Just Another Girlfriend
156806	The KLF	What Time Is Love?
156808	Martika	Martika's Kitchen
156810	John Mellencamp	Get A Leg Up
156835	Salt-N-Pepa	Let's Talk About Sex
156854	Metallica	Enter Sandman
156899	Jesus Jones	Real Real Real
156937	Natural Selection	Do Anything
156939	Karyn White	Romantic
156953	Vanessa Williams	Running Back To You
157004	Simply Red	Something Got Me Started
157006	Cathy Dennis	Everybody Move
157007	UB40	Groovin'
157009	EMF	Lies
157010	Blue Train	All I Need Is You
157137	Extreme	Hole Hearted
157161	Chesney Hawkes	The One And Only
157168	Luther Vandross	Don't Want To Be A Fool
157179	Jasmine Guy	Just Want To Hold You
157207	Voice Of The Beehive	Monsters And Angels
157208	Tom Petty And The Heartbreakers	Into The Great Wide Open
157209	Bad Company	Walk Through Fire
157251	Color Me Badd	I Adore Mi Amor
157303	Jermaine Jackson	Word To The Badd!!
157306	T.P.E.	Then Came You
157308	Russ Irwin	My Heart Belongs To You
157309	Lenny Kravitz	Stand By My Woman
157310	Rhythm Syndicate	Hey Donna
157335	Tony Terry	With You
157337	Marky Mark & The Funky Bunch Featuring Loleatta Holloway	Good Vibrations
157342	Bonnie Raitt	Something To Talk About
157368	Aaron Neville	Everybody Plays The Fool
157407	Grandmaster Slice	Thinking Of You
157408	Marc Cohn	True Companion
157409	Belinda Carlisle	Do You Feel Like I Feel?
157410	K.M.C. KRU	The Devil Came Up To Michigan
157461	Firehouse	Love Of A Lifetime
157485	Bryan Adams	(Everything I Do) I Do It For You
157489	Boyz II Men	Motownphilly
157496	Heavy D & The Boyz	Now That We Found Love
157498	Crowded House	Fall At Your Feet
157501	Smokey Robinson	Double Good Everything
157504	Bad English	Straight To Your Heart
157506	Michael W. Smith	For You
157591	Prince And The N.P.G.	Gett Off
157596	Scorpions	Wind Of Change
157601	Robbie Nevil	For Your Mind
157603	Cathy Dennis	Too Many Walls
157604	Billy Falcon	Power Windows
157607	Martika	Love. . .Thy Will Be Done
157608	The Commitments	Try A Little Tenderness
157610	Stevie B	Forever More
157693	Siouxsie & The Banshees	Kiss Them For Me
157694	Crash Test Dummies	Superman's Song
157700	The Escape Club	I'll Be There
157702	Hi-C	I'm Not Your Puppet
157705	Richie Sambora	Ballad Of Youth
157707	Desmond Child	You're The Story Of My Life
157708	Hi-Five	I Can't Wait Another Minute
157710	Michael Bolton	Time, Love And Tenderness
157787	R.E.M.	Shiny Happy People
157793	Eddie Money	Heaven In The Back Seat
157794	Bob Seger & The Silver Bullet Band	The Real Love
157798	Natalie Cole	Unforgettable
157803	Vanilla Ice	Cool As Ice (Everybody Get Loose)
157805	Tara Kemp	Too Much
157806	Paula Abdul	The Promise Of A New Day
157808	MC Skat Kat & The Stray Mob	Skat Strut
157810	C+C Music Factory	Things That Make You Go Hmmmm. . .
157887	The Brand New Heavies Featuring N'Dea Davenport	Never Stop
157893	The KLF	3 A.M. Eternal
157894	Rod Stewart	The Motown Song
157897	Tami Show	The Truth
157900	Stevie Nicks	Sometimes (It's A Bitch)
157901	Seal	Crazy
157903	Ex-Girlfriend	Why Can't You Come Home
157904	PC Quest	After The Summer's Gone
157982	Or-N-More (Featuring Father M.C.)	Everyotherday
157987	Motley Crue	Primal Scream
157993	Steelheart	She's Gone (Lady)
157998	TKA	Louder Than Love
157999	RTZ	Face The Music
158004	DJ Quik	Tonite
158005	Latin Alliance Featuring War	Low Rider (On The Boulevard)
158006	Amy Grant	Every Heartbeat
158007	38 Special	The Sound Of Your Voice
158008	Erasure	Chorus
158009	Ziggy Marley And The Melody Makers	Good Time
158010	Guns N' Roses	You Could Be Mine
158094	Roxette	Fading Like A Flower (Every Time You Leave)
158099	Henry Lee Summer	Till Somebody Loves You
158101	Lenny Kravitz	It Ain't Over 'til It's Over
158103	B.G. The Prince Of Rap	This Beat Is Hot
158105	Riff	If You're Serious
158107	D.J. Jazzy Jeff & The Fresh Prince	Summertime
158108	Huey Lewis & The News	It Hit Me Like A Hammer
158109	Lisa Fischer	Save Me
158110	Jomanda	Got A Love For You
158202	Corina	Temptation
158204	Lighter Shade Of Brown Featuring Teardrop & Shiro	Latin Active
158205	Robbie Nevil	Just Like You
158206	Lisa Lisa And Cult Jam	Let The Beat Hit 'Em
158208	3rd Bass	Pop Goes The Weasel
158209	Pretty In Pink	All About You
158210	Lonnie Gordon	"Gonna Catch You (From ""Cool As Ice"")"
158305	Whitney Houston	My Name Is Not Susan
158307	Peabo Bryson	Can You Stop The Rain
158308	Jesus Jones	Right Here, Right Now
158309	Tom Petty And The Heartbreakers	Learning To Fly
158310	Marc Cohn	Silver Thunderbird
158392	Rhythm Syndicate	P.A.S.S.I.O.N.
158397	Coro	My Fallen Angel
158401	Michael W. Smith	Place In This World
158402	Nelson	Only Time Will Tell
158403	Cher	Love And Understanding
158404	The La's	There She Goes
158406	The Black Crowes	Hard To Handle
158409	Jinny	Keep Warm
158410	LL Cool J	6 Minutes Of Pleasure
158494	Kingofthehill	If I Say
158500	Young M.C.	That's The Way Love Goes
158503	Donna Summer	When Love Cries
158504	EMF	Unbelievable
158508	Steelheart	I'll Never Let You Go
158509	Salt-N-Pepa	Do You Want Me
158510	Paula Abdul	Rush Rush
158602	Cut 'N' Move	Get Serious
158603	Oaktown's 3.5.7	Turn It Up
158604	UB40	Here I Am (Come And Take Me)
158605	Tevin Campbell	"Just Ask Me To (From ""Boyz N The Hood"")"
158606	Keedy	Wishing On The Same Star
158608	Tara Kemp	Piece Of My Heart
158609	Color Me Badd	"I Wanna Sex You Up (From ""New Jack City"")"
158610	Desmond Child	Love On A Rooftop
158694	After 7	"Nights Like This (From ""The Five Heartbeats"")"
158697	Wilson Phillips	The Dream Is Still Alive
158698	Extreme	More Than Words
158702	David A. Stewart Introducing Candy Dulfer	Lily Was Here
158703	Gloria Estefan	Can't Forget You
158709	Marc Cohn	Walking In Memphis
158710	Gerardo	When The Lights Go Out
158802	Luther Vandross	Power Of Love/Love Power
158804	Stereo MC's	Elevate My Mind
158806	Lisa Fischer	How Can I Ease The Pain
158807	Thunder	Dirty Love
158809	R.E.M.	Losing My Religion
158810	Alice Cooper	Hey Stoopid
158901	Keith Washington	Kissing You
158904	Londonbeat	A Better Love
158905	Michael Morales	I Don't Wanna See You
158907	Crystal Waters	Gypsy Woman (She's Homeless)
158908	Surface	Never Gonna Let You Down
158909	Titiyo	My Body Says Yes
158910	Another Bad Creation	Playground
158989	Yo-Yo Featuring Ice Cube	You Can't Play With My Yo-Yo
159000	Keith Sweat	Your Love
159001	Yasmin	Wanna Dance
159004	Sandee	Love Desire
159005	Mariah Carey	I Don't Wanna Cry
159006	Trixter	Surrender
159007	Firehouse	Don't Treat Me Bad
159008	Michael Bolton	Love Is A Wonderful Thing
159009	PC Quest	Can I Call You My Girl
159010	Cynthia	Break Up To Make Up
159096	Jesse Jaymes	Shake It (Like A White Girl)
159099	Damian Dame	Exclusivity
159103	Stevie Wonder	"Gotta Have You (From ""Jungle Fever"")"
159104	Warrant	Blind Faith
159105	Daryl Braithwaite	Higher Than Hope
159106	Glenn Frey	Part Of Me, Part Of You
159107	Icy Blu	Pump It (Nice An' Hard)
159108	Black Box	Strike It Up
159109	D'zyre	Forever Amo'r
159110	Bingo Boys	Borrowed Love
159192	David Hallyday	Ooh La La
159197	Michael Damian	What A Price To Pay
159199	Poison	Life Goes On
159201	Hi-Five	I Like The Way (The Kissing Game)
159206	LL Cool J	Mama Said Knock You Out
159207	Fred Schneider	Monster
159208	Alias	Perfect World
159210	The Rembrandts	Someone
159300	Kane Roberts	Does Anybody Really Fall In Love Anymore?
159301	Simple Minds	See The Lights
159306	Huey Lewis & The News	Couple Days Off
159307	Styx	Love At First Sight
159310	Rick Astley	Move Right Out
159394	C+C Music Factory/F. Williams	Here We Go
159395	Cathy Dennis	Touch Me (All Night Long)
159398	Brandon	Kisses In The Night
159399	Aftershock	Going Through The Motions
159401	Queensryche	Silent Lucidity
159403	Amy Grant	Baby Baby
159404	Gerardo	We Want The Funk
159405	The Party	Summer Vacation
159408	Rod Stewart	Rhythm Of My Heart
159409	Whitney Houston	Miracle
159493	Sheena Easton	What Comes Naturally
159499	Roxette	Joyride
159503	Troy Newman	Love Gets Rough
159504	Divinyls	I Touch Myself
159507	The Rude Boys	Written All Over Your Face
159510	Pet Shop Boys	Where The Streets Have No Name
159592	Voices That Care	Voices That Care
159596	Tracie Spencer	This Time Make It Funky
159601	Nelson	More Than Ever
159604	Monie Love Featuring True Image	It's A Shame (My Sister)
159606	Rick Astley	Cry For Help
159607	The Triplets	You Don't Have To Go Home Tonight
159608	The Black Crowes	She Talks To Angels
159610	Yes	Lift Me Up
159684	The Rebel Pebbles	Dream Lover
159692	Celine Dion	(If There Was) Any Other Way
159699	Tony Toni Tone	Whatever You Want
159701	Damn Yankees	Come Again
159702	Tevin Campbell	Round And Round
159706	Keedy	Save Some Love
159709	Riff	My Heart Is Failing Me
159782	LaTour	People Are Still Having Sex
159796	B Angie B	I Don't Want To Lose Your Love
159800	Londonbeat	I've Been Thinking About You
159802	Wilson Phillips	You're In Love
159803	Timmy T.	Over And Over
159804	Tara Kemp	Hold You Tight
159805	The Rembrandts	Just The Way It Is, Baby
159808	Another Bad Creation	Iesha
159809	Ice-T	"New Jack Hustler (Nino's Theme) (From ""New Jack City"")"
159810	Cartouche	Feel The Groove
159901	Lisette Melendez	Together Forever
159903	Daisy Dee	Crazy
159905	Robert Palmer	Mercy Mercy Me (The Ecology)/I Want You
159906	The Fixx	How Much Is Enough
159907	Timmy T.	One More Try
159908	Michel'le	Something In My Heart
159909	Enigma	Sadeness Part 1
159910	INXS	Bitter Tears
160004	Tesla	Signs
160006	Gloria Estefan	Coming Out Of The Dark
160007	Gerardo	Rico Suave
160008	Guy	Let's Chill
160009	Christopher Williams	"I'm Dreamin' (From ""New Jack City"")"
160010	Gloria Estefan	Seal Our Fate
160093	Mariah Carey	Someday
160103	Tracie Spencer	This House
160105	Chubb Rock	Treat 'Em Right
160106	Warrant	Uncle Tom's Cabin
160107	Cinderella	Heartbreak Station
160108	Jasmine Guy	Another Like My Lover
160109	Pebbles (With Salt-N-Pepa)	Backyard
160110	Whitney Houston	All The Man That I Need
160196	Happy Mondays	Step On
160197	Celine Dion	Where Does My Heart Beat Now
160203	Starship	Good Heart
160206	The Party	That's Why
160209	Bingo Boys Featuring Princessa	How To Dance
160210	Oleta Adams	Get Here
160303	Chris Isaak	Wicked Game
160304	Styx	Show Me The Way
160305	Stevie B	I'll Be By Your Side
160307	Alias	Waiting For Love
160309	Trilogy	Love Me Forever Or Love Me Not
160310	Mike + The Mechanics	Word Of Mouth
160399	Ralph Tresvant	Stone Cold Gentleman
160402	LL Cool J	Around The Way Girl
160403	Father M.C.	I'll Do 4 U
160407	C+C Music Factory	Gonna Make You Sweat (Everybody Dance Now)
160408	Trixter	One In A Million
160409	Candyman	Nightgown
160410	Alexander O'Neal	All True Man
160504	Harriet	Temple Of Love
160507	The Escape Club	Call It Poison
160508	Great White	Call It Rock N' Roll
160509	Sting	All This Time
160510	Jellyfish	Baby's Coming Back
160599	Winger	Easy Come Easy Go
160600	Madonna	Rescue Me
160605	Poison	Ride The Wind
160606	The Rolling Stones	Highwire
160607	Bad Company	If You Needed Somebody
160608	The Cover Girls	Funk Boutique
160609	The Simpsons Featuring Bart & Homer	Deep, Deep Trouble
160610	Surface	The First Time
160702	Keith Sweat	I'll Give All My Love To You
160705	Susanna Hoffs	My Side Of The Bed
160706	Urban Dance Squad	Deeper Shade Of Soul
160709	Johnny Gill	Wrap My Body Tight
160710	Janet Jackson	Love Will Never Do (Without You)
160791	Vanilla Ice	I Love You
160803	Chicago	Chasin' The Wind
160804	Damn Yankees	High Enough
160805	Pebbles	Love Makes Things Happen
160806	Warrant	I Saw Red
